name,rank,net_worth,age,gender,country,state,city,category,self_made,title,source,position_change,cpi_country,cpi_change_country,gdp_country,gdp_change_country,gross_primary_enrlmt_country,gross_tertiary_enrlmt_country,life_expectancy_country,population_country,unemployment_rate_country,latitude_country,longitude_country
Vanich Chaiyawan,721,3900,91,M,Thailand,NA,Bangkok,Finance & Investments,TRUE,NA,"Insurance, beverages",U,120.5986887,6.909368700000002,495645000000,-10611000000,105.1011071,105.1011071,79.68,71735329,0.94,15.870032,100.992541
Chen Dongsheng,721,3900,65,M,China,NA,Beijing,Finance & Investments,TRUE,NA,Insurance,U,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Mong-Koo Chung,721,3900,85,M,South Korea,NA,Seoul,Automotive,FALSE,NA,Hyundai,D,124.7095918,6.039719399999996,1673920000000,-144510000000,99.03336334,99.03336334,82.6804878,51672569,2.857,35.907757,127.766922
Kenneth Dart,721,3900,67,M,Cayman Islands,NA,George Town,Finance & Investments,FALSE,NA,Investments,U,NA,NA,6600843963,540817443,87.68242645,87.68242645,NA,71591,NA,19.513469,-80.566956
Giuseppe De'Longhi & family,721,3900,83,M,Italy,NA,Treviso,Fashion & Retail,FALSE,NA,Coffee makers,D,121.7710848,9.229834299999993,2103000000000,-76210000000,101.564537,101.564537,82.9,59013667,8.069,41.87194,12.56738
Guenther Fielmann & family,721,3900,83,M,Germany,NA,Hamburg,Healthcare,TRUE,NA,Optometry,D,124.4897444,8.005468500000006,4163600000000,-184700000000,100.218132,100.218132,80.70560976,83797985,3.12,51.165691,10.451526
W. Herbert Hunt,721,3900,94,M,United States,Texas,Dallas,Energy,FALSE,Investor,Oil,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
James Irsay,721,3900,63,M,United States,Indiana,Carmel,Sports,FALSE,CEO,Indianapolis Colts,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Somurai Jaruphnit,721,3900,NA,F,Thailand,NA,Bangkok,Diversified,FALSE,NA,Diversified,N,120.5986887,6.909368700000002,495645000000,-10611000000,105.1011071,105.1011071,79.68,71735329,0.94,15.870032,100.992541
Marianne Liebmann,721,3900,69,F,United States,Montana,Bozeman,Food & Beverage,FALSE,NA,Cargill,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Jorge Moll Filho & family,721,3900,78,M,Brazil,NA,Rio de Janeiro,Healthcare,TRUE,NA,Hospitals,D,204.4821206,17.36469550000001,1951920000000,281270000000,103.9703217,103.9703217,73.425,210306415,9.231,-14.235004,-51.92528
Fernando Roberto Moreira Salles,721,3900,76,M,Brazil,NA,Sao Paulo,Diversified,FALSE,NA,"Banking, minerals",U,204.4821206,17.36469550000001,1951920000000,281270000000,103.9703217,103.9703217,73.425,210306415,9.231,-14.235004,-51.92528
Pedro Moreira Salles,721,3900,63,M,Brazil,NA,Sao Paulo,Diversified,FALSE,NA,"Banking, minerals",U,204.4821206,17.36469550000001,1951920000000,281270000000,103.9703217,103.9703217,73.425,210306415,9.231,-14.235004,-51.92528
Gabe Newell,721,3900,60,M,United States,Washington,Seattle,Gambling & Casinos,TRUE,Cofounder and CEO,Videogames,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Alfred Oetker,721,3900,56,M,Germany,NA,Bielefeld,Fashion & Retail,FALSE,NA,Consumer goods,U,124.4897444,8.005468500000006,4163600000000,-184700000000,100.218132,100.218132,80.70560976,83797985,3.12,51.165691,10.451526
Carl Ferdinand Oetker,721,3900,50,M,Germany,NA,Bielefeld,Fashion & Retail,FALSE,NA,Consumer goods,U,124.4897444,8.005468500000006,4163600000000,-184700000000,100.218132,100.218132,80.70560976,83797985,3.12,51.165691,10.451526
Julia Oetker,721,3900,44,F,Germany,NA,Bielefeld,Fashion & Retail,FALSE,NA,Consumer goods,U,124.4897444,8.005468500000006,4163600000000,-184700000000,100.218132,100.218132,80.70560976,83797985,3.12,51.165691,10.451526
Ruan Hongliang & family,721,3900,62,M,China,NA,Jiaxing,Manufacturing,TRUE,NA,Glass,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Mark Stevens,721,3900,63,M,United States,Colorado,Steamboat Springs,Finance & Investments,TRUE,NA,Venture capital,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Tsai Hong-tu,721,3900,70,M,Taiwan,NA,Taipei,Finance & Investments,FALSE,NA,Finance,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.69781,120.960515
Nusli Wadia,721,3900,79,M,India,NA,Mumbai,Food & Beverage,FALSE,NA,Consumer goods,U,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Wu Yiling,721,3900,73,M,China,NA,Shijiazhuang,Healthcare,TRUE,NA,Pharmaceuticals,E,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Yu Renrong,721,3900,57,M,China,NA,Ningbo,Manufacturing,TRUE,NA,Semiconductors,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Zhu Baoguo & family,721,3900,60,M,China,NA,Shenzhen,Healthcare,TRUE,NA,Pharmaceuticals,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Rahul Bhatia,748,3800,63,M,India,NA,Delhi,Service,FALSE,NA,Aviation,Split Family Fortune,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Francesco Gaetano Caltagirone,748,3800,80,M,Italy,NA,Rome,Construction & Engineering,TRUE,NA,"Cement, diversified",D,121.7710848,9.229834299999993,2103000000000,-76210000000,101.564537,101.564537,82.9,59013667,8.069,41.87194,12.56738
Barry Diller,748,3800,81,M,United States,New York,New York,Media & Entertainment,TRUE,NA,Online media,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Wesley Edens,748,3800,61,M,United States,New York,New York,Finance & Investments,TRUE,NA,Investments,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Stephen Feinberg,748,3800,63,M,United States,New York,New York,Finance & Investments,TRUE,Co-founder and CEO,Private equity,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Rakesh Gangwal,748,3800,69,M,United States,Florida,Miami,Service,TRUE,NA,Airline,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Joseph Grendys,748,3800,61,M,United States,Illinois,Chicago,Food & Beverage,TRUE,NA,Poultry processing,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Martha Ingram & family,748,3800,87,F,United States,Tennessee,Nashville,Media & Entertainment,FALSE,Former Chairman,"Book distribution, transportation",D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Li Xiang,748,3800,41,M,China,NA,Beijing,Automotive,TRUE,NA,Electric vehicles,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
"H. Ross Perot, Jr.",748,3800,64,M,United States,Texas,Dallas,Real Estate,FALSE,NA,Real estate,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Chandru Raheja,748,3800,82,M,India,NA,Mumbai,Real Estate,FALSE,NA,Real estate,U,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Trevor Rees-Jones,748,3800,71,M,United States,Texas,Dallas,Energy,TRUE,NA,Oil & gas,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Yasumitsu Shigeta,748,3800,58,M,Japan,NA,Tokyo,Telecom,TRUE,NA,Mobile phone retailer,U,107.8396906,2.627878299999992,4256410000000,-778210000000,102.1587067,102.1587067,83.99634146,125124989,2.6,36.204824,138.252924
Su Qingcan,748,3800,54,M,China,NA,Xiamen,Healthcare,TRUE,NA,Healthcare,N,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Tsai Cheng-ta,748,3800,73,M,Taiwan,NA,Taipei,Finance & Investments,FALSE,NA,Finance,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.69781,120.960515
Steven Udvar-Hazy,748,3800,77,M,United States,Texas,Westlake,Service,TRUE,CEO and Chairman,Aircraft leasing,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Elizabeth Uihlein,748,3800,77,F,United States,Illinois,Lake Forest,Manufacturing,TRUE,Entrepreneur,Packaging materials,N,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Richard Uihlein,748,3800,77,M,United States,Illinois,Lake Forest,Manufacturing,TRUE,NA,Packaging materials,N,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Hayes Barnard,766,3700,51,M,United States,Texas,Austin,Finance & Investments,TRUE,NA,Fintech,N,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
William Berkley,766,3700,76,M,United States,Florida,Coconut Grove,Finance & Investments,TRUE,Chairman and CEO,Insurance,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Charles Cohen,766,3700,71,M,United States,New York,New York,Real Estate,FALSE,NA,Real estate,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Yakir Gabay,766,3700,56,M,United Kingdom,NA,London,Real Estate,TRUE,NA,Real estate,D,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Huang Li,766,3700,59,M,China,NA,Wuhan,Technology,TRUE,NA,Imaging systems,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Brad Jacobs,766,3700,66,M,United States,Connecticut,Greenwich,Logistics,TRUE,NA,Logistics,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Ji Qi,766,3700,56,M,China,NA,Shanghai,Real Estate,TRUE,NA,"Hotels, motels",U,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Jason Jiang,766,3700,50,M,China,NA,Shanghai,Media & Entertainment,TRUE,NA,Advertising,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Jim Kavanaugh,766,3700,60,M,United States,Missouri,St. Louis,Technology,TRUE,NA,IT provider,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Richard LeFrak & family,766,3700,77,M,United States,New York,New York,Real Estate,FALSE,NA,Real estate,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Mikhail Lomtadze,766,3700,47,M,Kazakhstan,NA,Almaty,Finance & Investments,TRUE,NA,Fintech,U,251.0664098,32.80067819999999,225496000000,28384000000,100.9112638,100.9112638,74.44,20034609,4.86,48.019573,66.923684
Tom Morris,766,3700,68,M,United Kingdom,NA,Merseyside,Fashion & Retail,TRUE,NA,Retail,U,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Shigenobu Nagamori,766,3700,78,M,Japan,NA,Kyoto,Manufacturing,TRUE,NA,Motors,D,107.8396906,2.627878299999992,4256410000000,-778210000000,102.1587067,102.1587067,83.99634146,125124989,2.6,36.204824,138.252924
Daniel Och,766,3700,62,M,United States,Florida,Miami Beach,Finance & Investments,TRUE,Founder,Hedge funds,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Horst Paulmann & family,766,3700,88,M,Chile,NA,Santiago,Fashion & Retail,TRUE,NA,Retail,U,158.6250269,16.5437541,302117000000,-13398000000,100.1922684,100.1922684,79.519,19553036,8.249,-35.675147,-71.542969
Anthony Pritzker,766,3700,62,M,United States,California,Los Angeles,Service,FALSE,NA,"Hotels, investments",E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
John Sall,766,3700,75,M,United States,North Carolina,Cary,Technology,TRUE,"Co-Founder, Executive Vice President",Software,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Howard Schultz,766,3700,69,M,United States,Washington,Seattle,Food & Beverage,TRUE,NA,Starbucks,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Richard Schulze,766,3700,82,M,United States,Florida,Naples,Fashion & Retail,TRUE,Chairman,Best Buy,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Yitzhak Tshuva,766,3700,74,M,Israel,NA,Netanya,Real Estate,TRUE,NA,Real estate,D,113.9397968,4.795366099999995,525000000000,35292000000,96.31256866,96.31256866,82.7,9557500,3.695,31.046051,34.851612
Wang Yanqing & family,766,3700,56,M,China,NA,Wuxi,Manufacturing,TRUE,NA,Electrical equipment,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Rajiv Bajaj,787,3600,56,M,India,NA,Pune,Diversified,FALSE,NA,Diversified,Split Family Fortune,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Sanjiv Bajaj,787,3600,53,M,India,NA,Pune,Diversified,FALSE,NA,Diversified,Split Family Fortune,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Leonid Boguslavsky,787,3600,71,M,Italy,NA,Florence,Finance & Investments,TRUE,NA,Venture capital,D,121.7710848,9.229834299999993,2103000000000,-76210000000,101.564537,101.564537,82.9,59013667,8.069,41.87194,12.56738
Jim Coulter,787,3600,63,M,United States,California,San Francisco,Finance & Investments,TRUE,NA,Private equity,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Nicolas D'Ieteren,787,3600,47,M,Switzerland,NA,Anzere,Automotive,FALSE,NA,"Auto parts, distribution",N,102.2172818,2.817997550000001,818427000000,5018000000,101.3630676,101.3630676,83.45365854,8777088,4.122,46.818188,8.227512
Beatriz Davila de Santo Domingo,787,3600,84,F,Bermuda,NA,NA,Food & Beverage,FALSE,NA,Beer,U,NA,NA,7827980000,541373000,85.42458809,85.42458809,81.571,64749,NA,32.321384,-64.75737
Bob Gaglardi,787,3600,82,M,Canada,NA,Vancouver,Real Estate,TRUE,NA,Hotels,U,129.8583286,8.271322299999994,2161480000000,154010000000,96.01157379,96.01157379,81.29560976,38939056,5.279,56.130366,-106.346771
Jaime Gilinski Bacal,787,3600,65,M,United Kingdom,NA,London,Finance & Investments,FALSE,Investor,Banking,D,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Pansy Ho,787,3600,60,F,Hong Kong,NA,Hong Kong,Gambling & Casinos,FALSE,NA,Casinos,U,139.6823609,2.579409799999979,358681000000,-10273000000,101.0810394,101.0810394,83.66097561,7346100,4.318,22.396428,114.109497
Alan Howard,787,3600,59,M,Switzerland,NA,Geneva,Finance & Investments,TRUE,Founder,Hedge funds,U,102.2172818,2.817997550000001,818427000000,5018000000,101.3630676,101.3630676,83.45365854,8777088,4.122,46.818188,8.227512
Huang Yi,787,3600,61,M,China,NA,Beijing,Automotive,TRUE,NA,Car dealerships,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Peter Kellogg,787,3600,80,M,United States,New Jersey,Short Hills,Finance & Investments,FALSE,NA,Investments,E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Vyacheslav Kim,787,3600,53,M,Kazakhstan,NA,Almaty,Finance & Investments,TRUE,NA,Fintech,U,251.0664098,32.80067819999999,225496000000,28384000000,100.9112638,100.9112638,74.44,20034609,4.86,48.019573,66.923684
Josh Kushner,787,3600,37,M,United States,New York,New York City,Finance & Investments,TRUE,Managing Partner,Venture capital,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Samuel Tak Lee,787,3600,83,M,Hong Kong,NA,Hong Kong,Real Estate,FALSE,NA,Real estate,D,139.6823609,2.579409799999979,358681000000,-10273000000,101.0810394,101.0810394,83.66097561,7346100,4.318,22.396428,114.109497
Edwin Leong,787,3600,71,M,Hong Kong,NA,Hong Kong,Real Estate,TRUE,NA,Real estate,D,139.6823609,2.579409799999979,358681000000,-10273000000,101.0810394,101.0810394,83.66097561,7346100,4.318,22.396428,114.109497
"Stephen Mandel, Jr.",787,3600,67,M,United States,Connecticut,Greenwich,Finance & Investments,TRUE,Founder,Hedge funds,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Mohamed Mansour,787,3600,75,M,United Kingdom,NA,London,Diversified,TRUE,NA,Diversified,U,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Masahiro Miki,787,3600,67,M,Japan,NA,Tokyo,Fashion & Retail,TRUE,NA,Shoes,U,107.8396906,2.627878299999992,4256410000000,-778210000000,102.1587067,102.1587067,83.99634146,125124989,2.6,36.204824,138.252924
Masahiro Noda,787,3600,84,M,Japan,NA,Tokyo,Technology,TRUE,NA,Software,U,107.8396906,2.627878299999992,4256410000000,-778210000000,102.1587067,102.1587067,83.99634146,125124989,2.6,36.204824,138.252924
Cliff Obrecht,787,3600,37,M,Australia,NA,Sydney,Technology,TRUE,NA,Software,D,132.4661811,8.194588999999993,1690860000000,134120000000,99.13298798,99.13298798,83.2,26014399,3.728,-25.274398,133.775136
Melanie Perkins,787,3600,35,F,Australia,NA,Sydney,Technology,TRUE,Cofounder & CEO,Software,D,132.4661811,8.194588999999993,1690860000000,134120000000,99.13298798,99.13298798,83.2,26014399,3.728,-25.274398,133.775136
J.B. Pritzker,787,3600,58,M,United States,Illinois,Springfield,Finance & Investments,FALSE,NA,"Hotels, investments",E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Juan Roig,787,3600,73,M,Spain,NA,Valencia,Fashion & Retail,FALSE,NA,Supermarkets,D,123.5917283,9.567306200000004,1446500000000,-14740000000,102.4459915,102.4459915,83.08292683,47759127,12.917,40.463667,-3.74922
